20;0908004024;"МКОУ  ДО   ""ДЕТСКО-ЮНОШЕСКАЯ  СПОРТИВНАЯ  ШКОЛА "" ""УРУПСКОГО  МУНИЦИПАЛЬНОГО  РАЙОНА """;369260, Карачаево-Черкесская Респ, Урупский р-н, Преградная ст-ца, Красная ул, 69;8-87876-61926;;kovrizhina79@mail.ru;9:00 — 21:00
21;0912000840;"МКОУ   ""ЛИЦЕЙ  П.  МЕДНОГОРСКИЙ """;369281, Карачаево-Черкесская Респ, Урупский р-н, Медногорский пгт, Московская ул, 28;7-87876-51908;http://www.schoolage.ru/agency/49;Licey09@mail.ru;8:00 — 18:00
22;0908004056;"МКОУ   ""ООШ  С.  БЕСКЕС """;369270, Карачаево-Черкесская Респ, Урупский р-н, Курджиново с, Гагарина ул, 62;7-87876-41271;http://www.schoolage.ru/agency/31;beskesskayashkola@yandex.ru;8:00 — 18:00
23;0908003990;"МКОУ   ""ООШ  С.КУРДЖИНОВО """;369270, Карачаево-Черкесская Респ, Урупский р-н, Курджиново с, Школьная ул, 35;741200 87876-41200;http://schoolage.ru/agency/30;koosh13@yandex.ru;8:00 — 18:00
24;0908004031;"МКОУ   ""ООШ  С.  ПСЕМЕН """;369280, Карачаево-Черкесская Респ, Урупский р-н, Псемён с, Ставропольская ул, 3;8787641570;http://www.schoolage.ru/agency/52;asia1963@mail.ru;8:00 — 18:00
25;0908003221;"МКОУ   ""СОШ  №1  П.МЕДНОГОРСКИЙ """;369281, Карачаево-Черкесская Респ, Урупский р-н, Медногорский пгт, Спортивная ул, 3;7-878-7651490;http://firstmednogorsk.ru/;firstmednogorsk@mail.ru;8:00 — 18:00
26;0908003454;"МКОУ   ""СОШ  №1  СЕЛО  КУРДЖИНОВО """;369270, Карачаево-Черкесская Респ, Урупский р-н, Курджиново с, Н.Василенко ул, 58/А;7-787876-41394;http://www.schoolage.ru/agency/51;ksch-1@yandex.ru;8:00 — 18:00
27;0908003528;"МКОУ   ""СОШ  №1  СТ.  ПРЕГРАДНАЯ """;369260, Карачаево-Черкесская Респ, Урупский р-н, Преградная ст-ца, Красная ул, 111;7-87876-61332;http://www.schoolage.ru/agency/44;potanova_@mail.ru;8:00 — 18:00
28;0908003493;"МКОУ   ""СОШ  №  2  С.  КУРДЖИНОВО """;369270, Карачаево-Черкесская Респ, Урупский р-н, Курджиново с, Крайняя ул, 1;7-87876-41221;http://www.schoolage.ru/agency/50;mkoy2sosh@yandex.ru;8:00 — 18:00
29;0908003479;"МКОУ   ""СОШ  №2  СТ.  ПРЕГРАДНАЯ """;369260, Карачаево-Черкесская Респ, Урупский р-н, Преградная ст-ца, Красная ул, 69;7-87876-62376;http://www.schoolage.ru/agency/48;miss.mysina@yandex.ru;8:00 — 18:00
30;0908003486;"МКОУ   ""СОШ  №  3  СТ.  ПРЕГРАДНАЯ """;369260, Карачаево-Черкесская Респ, Урупский р-н, Преградная ст-ца, Подгорная ул, 22;8787661608;http://www.schoolage.ru/agency/47;Shk3-pr@mail.ru;8:00 — 18:00
31;0908003503;"МКОУ ""СОШ  АУЛ  КЫЗЫЛ-УРУП """;369264, Карачаево-Черкесская Респ, Урупский р-н, Кызыл-Уруп аул, Красноармейская ул, 11;8787663854 8787661439;http://www.schoolage.ru/agency/34;mousoshkizil-urup@mail.ru;8:00 — 18:00
32;0908003905;"МКОУ   ""СОШ  С.  ПРЕДГОРНОЕ """;369284, Карачаево-Черкесская Респ, Урупский р-н, Предгорное с, Садовая ул, 40;7-87876-32244;http://www.schoolage.ru/agency/46;mousoshpred@mail.ru;8:00 — 18:00
33;0908003510;"МКОУ   ""СОШ  С.  УРУП """;369262, Карачаево-Черкесская Респ, Урупский р-н, Уруп с, Красная ул, 30;8-87876-54124;http://www.schoolage.ru/agency/45;urup09@mail.ru;8:00 — 18:00
34;0912003601;"МКУДО   ""ДШИ  УМР """;369281, Карачаево-Черкесская Респ, Урупский р-н, Медногорский пгт, Первомайский пер, 10;7-87876-61524;;art-urup@mail.ru;9:00 — 20:00
35;0912000752;"МКУ   ""УПРАВЛЕНИЕ  КУЛЬТУРЫ  АУМР """;369260, Карачаево-Черкесская Респ, Урупский р-н, Преградная ст-ца, Пионерский пер, 19;8787662430 8787662346;;okurup@mail.ru;9:00 — 17:00
36;0912000640;"МКУ   ""УПРАВЛЕНИЕ  ОБРАЗОВАНИЯ  АДМИНИСТРАЦИИ  УРУПСКОГО  МУНИЦИПАЛЬНОГО  РАЙОНА  КЧР """;369260, Карачаево-Черкесская Респ, Урупский р-н, Преградная ст-ца, Советская ул, 60;8787661407 8787661153;;ooaumr@list.ru;9:00 — 17:00
37;0908001538;"РГБУЗ   ""УРУПСКАЯ  ЦРБ """;369281, Карачаево-Черкесская Респ, Урупский р-н, Медногорский пгт, Мира ул, 1/А;8787651386 8787661297;http://lpuurup.ru;uuucrb@mail.ru;8:00 — 17:00
38;0908001739;"РГБУ   ""УРУПСКАЯ  РАЙОННАЯ  ВЕТЕРИНАРНАЯ  СББЖ """;369260, Карачаево-Черкесская Респ, Урупский р-н, Преградная ст-ца, Крупской ул, 16;7-87876-61790;;veturupbukh@mail.ru;8:00 — 17:00
39;0908000982;"РГКУ   ""БЕСКЕССКОЕ  ЛЕСНИЧЕСТВО """;369270, Карачаево-Черкесская Респ, Урупский р-н, Курджиново с, Шоссейная ул, 310;7-87876-41400;;RGUBESLES@yandex/ru;8:00 — 16:00
40;0908001908;"РГКУ   ""ЦЗН  ПО  УРУПСКОМУ  МУНИЦИПАЛЬНОМУ  РАЙОНУ """;369260, Карачаево-Черкесская Респ, Урупский р-н, Преградная ст-ца, Пионерский пер, 30;8-87878-61257;;Zan-07@lnbox.ru;9:00 — 18:00
41;0912001026;СОВЕТ  УРУПСКОГО  МУНИЦИПАЛЬНОГО  РАЙОНА;369260, Карачаево-Черкесская Респ, Урупский р-н, Преградная ст-ца, Советская ул, 60;9283953998 9283909987;;sovet.urup@yandex.ru;9:00 — 17:00
42;0912002990;ТИК  ПО  УРУПСКОМУ  РАЙОНУ;369260, Карачаево-Черкесская Респ, Урупский р-н, Преградная ст-ца, Советская ул, 60/ЭТАЖ 1, КАБ.4;8782264420;;Tik09t007@yandex.ru;9:00 — 17:00
43;0912000657;УТ  И  СР  АДМИНИСТРАЦИИ  УРУПСКОГО  МУНИЦИПАЛЬНОГО  РАЙОНА;369260, Карачаево-Черкесская Респ, Урупский р-н, Преградная ст-ца, Советская ул, 60;8787661576 8787661598;;urup-utisr@mail.ru;9:00 — 17:00
44;0912000632;ФИНАНСОВОЕ  УПРАВЛЕНИЕ  АДМИНИСТРАЦИИ  УРУПСКОГО  МУНИЦИПАЛЬНОГО  РАЙОНА;369260, Карачаево-Черкесская Респ, Урупский р-н, Преградная ст-ца, Советская ул, 60;8787661059 8787662361;;urup_finans@mail.ru;9:00 — 17:00
