21;1;1;4;44;0905005238;йюлеммнлняряйне яекэяйне оняекемхе;йюлемнлняряйне яо;84.11.35;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ЯЕКЭЯЙХУ ОНЯЕКЕМХИ
21;1;1;4;43;0905005245;дфхмцхпхйяйне яекэяйне оняекемхе;дфхмцхпхйяйне яекэяйне оняекемхе;84.11.35;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ЯЕКЭЯЙХУ ОНЯЕКЕМХИ
21;1;1;4;56;0905005171;успгсйяйне яекэяйне оняекемхе йюпювюебяйнцн лсмхжхоюкэмнцн пюинмю йюпювюебн-вепйеяяйни пеяосакхйх;успгсйяйне яекэяйне оняекемхе йюпювюебяйнцн лсмхжхоюкэмнцн пюинмю йюпювюебн-вепйеяяйни пеяосакхйх;84.11.35;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ЯЕКЭЯЙХУ ОНЯЕКЕМХИ
21;1;1;4;40;0905005333;бепуме-люпхмяйне яекэяйне оняекемхе;бепуме-люпхмяйне яекэяйне оняекемхе;84.11.35;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ЯЕКЭЯЙХУ ОНЯЕКЕМХИ
21;1;1;4;48;0905005686;мхфме-люпхмяйне яекэяйне оняекемхе йюпювюебяйнцн лсмхжхоюкэмнцн пюинмю йюпювюебн-вепйеяяйни пеяосакхйх;мхфме-люпхмяйне яекэяйне оняекемхе йюпювюебяйнцн лсмхжхоюкэмнцн пюинмю йюпювюебн-вепйеяяйни пеяосакхйх;84.11.35;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ЯЕКЭЯЙХУ ОНЯЕКЕМХИ
5;21;1;4;44;0919003343;лсмхжхоюкэмне йюгеммне свпефдемхе йскэрспш "пюинммюъ жемрпюкхгнбюммюъ ахакхнревмюъ яхярелю" нрдекю йскэрспш х жая йюпювюебяйнцн лсмхжхоюкэмнцн пюинмю йвп";лйсй "пжая";91.01;дЕЪРЕКЭМНЯРЭ АХАКХНРЕЙ Х ЮПУХБНБ
21;1;1;4;45;0905006640;йюпр-дфспряйне яекэяйне оняекемхе;йюпр-дфспряйне яекэяйне оняекемхе;84.11.35;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ЯЕКЭЯЙХУ ОНЯЕКЕМХИ
4;45;1;4;46;0905005284;пеяосакхйюмяйне цнясдюпярбеммне йюгеммне кевеамн-опнтхкюйрхвеяйне свпефдемхе "ояхухюрпхвеяйюъ анкэмхжю";пцйкос "ояхухюрпхвеяйюъ анкэмхжю";86.10;дЕЪРЕКЭМНЯРЭ АНКЭМХВМШУ НПЦЮМХГЮЖХИ
12;16;1;4;51;0901038610;йюпювюебяйхи тхкхюк тедепюкэмнцн цнясдюпярбеммнцн ачдфермнцн свпефдемхъ "сопюбкемхе лекхнпюжхх гелекэ х яекэяйнунгъиярбеммнцн бнднямюафемхъ он йюпювюебн-вепйеяяйни пеяосакхйе";йЮПЮВЮЕБЯЙХИ ТХКХЮК тцас "сОПЮБКЕМХЕ "йЮПЮВЮЕБНВЕПЙЕЯЯЙЛЕКХНБНДУНГ";70.22;йНМЯСКЭРХПНБЮМХЕ ОН БНОПНЯЮЛ ЙНЛЛЕПВЕЯЙНИ ДЕЪРЕКЭМНЯРХ Х СОПЮБКЕМХЪ
8;3;1;4;49;0905007637;лсмхжхоюкэмне йюгеммне наыенапюгнбюрекэмне свпефдемхе "япедмъъ наыенапюгнбюрекэмюъ ьйнкю юскю мхфмъъ реаепдю";лйнс "янь ю.мхфмъъ реаепдю";85.14;нАПЮГНБЮМХЕ ЯПЕДМЕЕ НАЫЕЕ
8;3;1;4;54;0905006739;лсмхжхоюкэмне йюгеммне наыенапюгнбюрекэмне свпефдемхе "япедмъъ наыенапюгнбюрекэмюъ ьйнкю ю.свйскюм хл.х.л.аюипюлсйнбю";лйнс "янь ю.свйскюм хл.х.л.аюипюлсйнбю";85.14;нАПЮГНБЮМХЕ ЯПЕДМЕЕ НАЫЕЕ
21;10;1;4;40;0916001482;тхмюмянбне сопюбкемхе юдлхмхярпюжхх йюпювюебяйнцн лсмхжхоюкэмнцн пюинмю йюпювюебн-вепйеяяйни пеяосакхйх;тхмюмянбне сопюбкемхе;84.11.4;сОПЮБКЕМХЕ ТХМЮМЯНБНИ ДЕЪРЕКЭМНЯРЭЧ Х ДЕЪРЕКЭМНЯРЭЧ Б ЯТЕПЕ МЮКНЦННАКНФЕМХЪ
21;10;1;4;43;0916001676;сопюбкемхе янжхюкэмни гюыхрш мюяекемхъ юдлхмхярпюжхх йюпювюебяйнцн лсмхжхоюкэмнцн пюинмю йюпювюебн-вепйеяяйни пеяосакхйх;сягм юйлп;84.11.22;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЦНЯСДЮПЯРБЕММНИ БКЮЯРХ ЯСАЗЕЙРНБ пНЯЯХИЯЙНИ тЕДЕПЮЖХХ ОН НЯСЫЕЯРБКЕМХЧ ЯБНХУ ОНКМНЛНВХИ Б ЦНПНДЮУ Х ПЮИНМЮУ
8;3;1;4;43;0905007669;лсмхжхоюкэмне йюгеммне наыенапюгнбюрекэмне свпефдемхе "япедмъъ наыенапюгнбюрекэмюъ ьйнкю ю. дфхмцхпхй";лйнс "янь ю. дфхмцхпхй";85.14;нАПЮГНБЮМХЕ ЯПЕДМЕЕ НАЫЕЕ
8;3;1;4;48;0905007732;лсмхжхоюкэмне йюгеммне наыенапюгнбюрекэмне свпефдемхе "япедмъъ наыенапюгнбюрекэмюъ ьйнкю ю.мхфмъъ люпю";лйнс "янь ю.мхфмъъ люпю";85.14;нАПЮГНБЮМХЕ ЯПЕДМЕЕ НАЫЕЕ
21;1;1;4;55;0905006136;юдлхмхярпюжхъ услюпхмяйнцн яекэяйнцн оняекемхъ;;84.11.35;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ЯЕКЭЯЙХУ ОНЯЕКЕМХИ
8;2;1;4;51;0905006633;лсмхжхоюкэмне йюгеммне дньйнкэмне напюгнбюрекэмне свпефдемхе-жемрп пюгбхрхъ пеаемйю, деряйхи яюд я нясыеярбкемхел тхгхвеяйнцн х ояхухвеяйнцн пюгбхрхъ, йнппейжхх х нгднпнбкемхъ бяеу бняохрюммхйнб "тюрхлйю" оня. мнбши йюпювюи";лйднс жпп д/я "тюрхлйю" о. мнбши йюпювюи";85.11;нАПЮГНБЮМХЕ ДНЬЙНКЭМНЕ
8;2;1;4;54;0916004532;лсмхжхоюкэмне йюг╗ммне дньйнкэмне напюгнбюрекэмне свпефдемхе "деряйхи яюд "пндмхвнй" юскю свйскюм";лйднс "д/я "пндмхвнй" юскю свйскюм";85.11;нАПЮГНБЮМХЕ ДНЬЙНКЭМНЕ
8;2;1;4;47;0919003537;лсмхжхоюкэмне йюг╗ммне дньйнкэмне напюгнбюрекэмне свпефдемхе "деряйхи яюд "йнкнйнкэвхй" юск йслшь";лйднс "д/я "йнкнйнкэвхй" юск йслшь";85.11;нАПЮГНБЮМХЕ ДНЬЙНКЭМНЕ
8;3;1;12;148;0902030388;лсмхжхоюкэмне йюгеммне наыенапюгнбюрекэмне свпефдемхе йюпювюебяйнцн цнпндяйнцн нйпсцю "япедмъъ ьйнкю ╧ 1 ц. реаепдш хлемх х.о. йпшльюлуюкнбю";лйнс "яь ╧1 ц. реаепдш хлемх х.о. йпшльюлуюкнбю";85.14;нАПЮГНБЮМХЕ ЯПЕДМЕЕ НАЫЕЕ
8;4;1;4;52;0905007066;лсмхжхоюкэмне йюгеммне свпефдемхе днонкмхрекэмнцн напюгнбюмхъ "деряйюъ лсгшйюкэмюъ ьйнкю" нрдекю йскэрспш х жемрпюкхгнбюммни ахакхнревмни яхярелш юдлхмхярпюжхх йюпювюебяйнцн лсмхжхоюкэмнцн пюинмю";лйсдн "дль" нйхжая юйлп";85.41;нАПЮГНБЮМХЕ ДНОНКМХРЕКЭМНЕ ДЕРЕИ Х БГПНЯКШУ
8;3;1;4;52;0905007595;лсмхжхоюкэмне йюгеммне наыенапюгнбюрекэмне свпефдемхе "япедмъъ наыенапюгнбюрекэмюъ ьйнкю оня.опюбнйсаюмяйхи";лйнс "янь оня.опюбнйсаюмяйхи";85.14;нАПЮГНБЮМХЕ ЯПЕДМЕЕ НАЫЕЕ
8;3;1;4;56;0905007700;лсмхжхоюкэмне йюгеммне наыенапюгнбюрекэмне свпефдемхе "япедмъъ наыенапюгнбюрекэмюъ ьйнкю юскю успгсй хлемх нялюмю йюяюебю";лйнс "янь ю. успгсй хлемх нялюмю йюяюебю";85.14;нАПЮГНБЮМХЕ ЯПЕДМЕЕ НАЫЕЕ
5;43;1;4;49;0919003329;лсмхжхоюкэмне йюгеммне свпефдемхе йскэрспш "лефоняекемвеяйне янжхюкэмн-йскэрспмне назедхмемхе" нрдекю йскэрспш х жая йюпювюебяйнцн лсмхжхоюкэмнцн пюинмю йвп";лйсй "ляйн";90.0;дЕЪРЕКЭМНЯРЭ РБНПВЕЯЙЮЪ, ДЕЪРЕКЭМНЯРЭ Б НАКЮЯРХ ХЯЙСЯЯРБЮ Х НПЦЮМХГЮЖХХ ПЮГБКЕВЕМХИ
8;4;1;4;48;0905007588;лсмхжхоюкэмне йюгеммне напюгнбюрекэмне свпефдемхе днонкмхрекэмнцн напюгнбюмхъ дереи "деряйюъ чмньеяйюъ яонпрхбмюъ ьйнкю";лйнс днд "дчяь";85.41;нАПЮГНБЮМХЕ ДНОНКМХРЕКЭМНЕ ДЕРЕИ Х БГПНЯКШУ
8;2;1;4;52;0919005358;лсмхжхоюкэмне йюгеммне дньйнкэмне напюгнбюрекэмне свпефдемхе "деряйхи яюд "юхяремнй" оня. опюбнйсаюмяйхи";лйднс "д/я "юхяремнй" оня. опюбнйсаюмяйхи";85.11;нАПЮГНБЮМХЕ ДНЬЙНКЭМНЕ
8;2;1;4;44;0905007796;лсмхжхоюкэмне йюгеммне дньйнкэмне напюгнбюрекэмне свпефдемхе "деряйхи яюд "юкемйю" юскю йюлеммнлняр";лйднс "д/я "юкемйю" юскю йюлеммнлняр";85.11;нАПЮГНБЮМХЕ ДНЬЙНКЭМНЕ
8;2;1;4;52;0905007041;лсмхжхоюкэмне йюгеммне дньйнкэмне напюгнбюрекэмне свпефдемхе "деряйхи яюд "нцнмей" оня. опюбнйсаюмяйхи";лйднс "д/я "нцнмей" оня. опюбнйсаюмяйхи";85.11;нАПЮГНБЮМХЕ ДНЬЙНКЭМНЕ
8;3;1;4;55;0905007612;лсмхжхоюкэмне йюгеммне наыенапюгнбюрекэмне свпефдемхе "япедмъъ наыенапюгнбюрекэмюъ ьйнкю юскю услюпю";лйнс "янь юскю услюпю";85.13;нАПЮГНБЮМХЕ НЯМНБМНЕ НАЫЕЕ
8;2;1;4;40;0919004139;лсмхжхоюкэмюъ йюгеммюъ дньйнкэмюъ напюгнбюрекэмюъ нпцюмхгюжхъ "деряйхи яюд "пнлюьйю" юскю бепумъъ люпю";лйднн "д/я "пнлюьйю" юскю бепумъъ люпю";85.11;нАПЮГНБЮМХЕ ДНЬЙНКЭМНЕ
21;1;1;4;41;0905005252;бепуме-реаепдхмяйне яекэяйне оняекемхе;бепуме-реаепдхмяйне яекэяйне оняекемхе;84.11.35;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ЯЕКЭЯЙХУ ОНЯЕКЕМХИ
4;44;1;12;148;0902011138;тедепюкэмне йюгеммне свпефдемхе гдпюбннупюмемхъ "яюмюрнпхи "реаепдю" лхмхярепярбю бмсрпеммху дек пняяхияйни тедепюжхх";тйсг "яюмюрнпхи "реаепдю" лбд пняяхх";86.90.4;дЕЪРЕКЭМНЯРЭ ЯЮМЮРНПМН-ЙСПНПРМШУ НПЦЮМХГЮЖХИ
21;1;1;4;52;0905005291;опюбнйсаюмяйне цнпндяйне оняекемхе;опюбнйсаюмяйне цо;84.11.35;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ЯЕКЭЯЙХУ ОНЯЕКЕМХИ
21;25;1;4;45;0916001468;янбер йюпювюебяйнцн лсмхжхоюкэмнцн пюинмю йюпювюебн-вепйеяяйни пеяосакхйх;яйлпйвп;84.11.3;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ОН СОПЮБКЕМХЧ БНОПНЯЮЛХ НАЫЕЦН УЮПЮЙРЕПЮ
21;1;1;4;49;0905005157;мхфме-реаепдхмяйне яекэяйне оняекемхе йюпювюебяйнцн лсмхжхоюкэмнцн пюинмю йюпювюебн-вепйеяяйни пеяосакхйх;мхфме-реаепдхмяйне яо йюпювюебяйнцн лсмхжхоюкэмнцн пюинмю йюпювюебн-вепйеяяйни пеяосакхйх;84.11.35;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ЯЕКЭЯЙХУ ОНЯЕКЕМХИ
21;1;1;4;53;0905005164;йнярю-уерюцспнбяйне яекэяйне оняекемхе;йнярю-уерюцспнбяйне яо;84.11.35;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ЯЕКЭЯЙХУ ОНЯЕКЕМХИ
21;1;1;4;51;0905005326;мнбн-йюпювюебяйне цнпндяйне оняекемхе;мнбн-йюпювюебяйне цнпндяйне оняекемхе;84.11.35;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ЯЕКЭЯЙХУ ОНЯЕКЕМХИ
8;3;1;4;44;0905007651;лсмхжхоюкэмне йюгеммне наыенапюгнбюрекэмне свпефдемхе "япедмъъ наыенапюгнбюрекэмюъ ьйнкю ю.йюлеммнлняр";лйнс "янь ю.йюлеммнлняр";85.14;нАПЮГНБЮМХЕ ЯПЕДМЕЕ НАЫЕЕ
8;3;1;4;47;0905007740;лсмхжхоюкэмне йюгеммне наыенапюгнбюрекэмне свпефдемхе "япедмъъ наыенапюгнбюрекэмюъ ьйнкю ю. йслшь хлемх лсяяш аюрвюебю";лйнс "янь ю. йслшь хлемх лсяяш аюрвюебю";85.14;нАПЮГНБЮМХЕ ЯПЕДМЕЕ НАЫЕЕ
8;2;1;4;53;0905008020;лсмхжхоюкэмне йюг╗ммне дньйнкэмне напюгнбюрекэмне свпефдемхе "деряйхи яюд "репелнй" яекю йнярю уерюцспнбю";лйднс "д/я "репелнй" яекю йнярю уерюцспнбю";85.11;нАПЮГНБЮМХЕ ДНЬЙНКЭМНЕ
8;3;1;4;40;0905007570;лсмхжхоюкэмне йюгеммне наыенапюгнбюрекэмне свпефдемхе "япедмъъ наыенапюгнбюрекэмюъ ьйнкю ю.бепумъъ люпю";лйнс "янь ю.бепумъъ люпю";85.14;нАПЮГНБЮМХЕ ЯПЕДМЕЕ НАЫЕЕ
8;3;1;4;47;0905007147;лсмхжхоюкэмне йюг╗ммне дньйнкэмне напюгнбюрекэмне свпефдемхе "деряйхи яюд "аепегйю" юскю йслшь";лйднс "д/я "аепегйю" юскю йслшь";;
21;1;1;4;54;0905005365;свйскюмяйне яекэяйне оняекемхе йюпювюебяйнцн лсмхжхоюкэмнцн пюинмю йюпювюебн-вепйеяяйни пеяосакхйх;свйскюмяйне яо йюпювюебяйнцн лсмхжхоюкэмнцн пюинмю йюпювюебн-вепйеяяйни пеяосакхйх;84.11.35;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ЯЕКЭЯЙХУ ОНЯЕКЕМХИ
21;1;1;4;50;0905008038;мнбн-реаепдхмяйне яекэяйне оняекемхе;мнбн-реаепдхмяйне яекэяйне оняекемхе;84.11.35;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ЯЕКЭЯЙХУ ОНЯЕКЕМХИ
21;1;1;4;47;0905005340;йслшьяйне яекэяйне оняекемхе;йслшьяйне яекэяйне оняекемхе;84.11.35;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ЯЕКЭЯЙХУ ОНЯЕКЕМХИ
21;7;1;4;48;0919004636;лсмхжхоюкэмне ачдфермне свпефдемхе "лмнцнтсмйжхнмюкэмши жемрп опеднярюбкемхъ цнясдюпярбеммшу х лсмхжхоюкэмшу сяксц б йюпювюебяйнл лсмхжхоюкэмнл пюинме";лас "лтж б йюпювюебяйнл лсмхжхоюкэмнл пюинме";84.11.3;дЕЪРЕКЭМНЯРЭ НПЦЮМНБ ЛЕЯРМНЦН ЯЮЛНСОПЮБКЕМХЪ ОН СОПЮБКЕМХЧ БНОПНЯЮЛХ НАЫЕЦН УЮПЮЙРЕПЮ
