369200, КЧР, г. Карачаевск, Мира ул, 26;8 (87879) 2-24-13, 8 (87879) 2-20-39, 8 (87879) 2-42-55;;https://09.мвд.рф/contact/Te/Mezhmunicipalnij_otdel_MVD_Rossii_Karach;266;ежедневно, круглосуточно 
369200, КЧР, г. Карачаевск, Чкалова ул, 1А;8 (87879) 2-23-67, 8 (928) 380-90-23, 8 (963) 283-20-22, 8 (928) 656-77-75;zelenstroi@mail.ru;;267;пн-пт 8:00–17:00, перерыв 12:00–13:00
369200, КЧР, г. Карачаевск, Магометова ул, д. 1;8 (87879) 2-60-52;School3-09@yandex.ru;https://school3.kchr.eduru.ru/;268;пн-пт 8:30–17:00,  сб 8:30–14:30
369200, КЧР, г. Карачаевск, Чкалова ул, 1А;8 (87879) 2-23-67, 8 (928) 032-00-80, 8 (87822) 5-00-25;bost-09@mail.ru, mfc.karachaevsk@mail.ru;https://umfc.kchgov.ru/subs;269;пн-пт 9:00–17:00 
369200, КЧР, г. Карачаевск, Микояна ул, д. 14;8 (87879) 2-28-71, 8 (928) 390-17-49,  8 (87879) 2-51-62, 8 (87879) 2-88-37, 8 (87879) 2-30-96, 8 (87879) 4-88-37;mbu.karachaevsk@mail.ru;;270;
369200, КЧР, г. Карачаевск, Пушкина ул, д. 2, кв. 1;8 (87879) 2-23-67, 8 (938) 306-43-54, 8 (87879) 2-47-28, 8 (928) 393-70-90;mingi_tau@mail.ru;;271;пн-пт 9:00–18:00
369201, КЧР, Мара-Аягъы, Школьный пер, 6;8 (87879) 2-60-33;adzhieva_2011@inbox.ru;http://www.schoolage.ru/agency/76;272;пн-пт 7:30–18:00
369200, КЧР, г. Карачаевск, Алиева, 50;8 (87879) 2-73-80;doy.teremok@yandex.ru;https://teremok-kchr.ucoz.ru/;273;пн-пт 8:00–18:00
369221, КЧР, Орджоникидзевский пгт, Садовая ул, 2;8 (87879) 3-29-74;BTE-1974@yandex.ru, tanya.khromykh.68@mail.ru;https://ds10-topolek.tvoysadik.ru/;274;пн-пт 8:00–17:30
369226, КЧР, Малокурганный п, Советская ул, д. 54;8 (87879) 3-10-07;nat3010@mail.ru, shebzukhova.63@mail.ru;https://sadikburatino.jimdofree.com/;275;пн-пт 7:00–17:30
369200, КЧР, г. Карачаевск, Ленина ул, 54В;8 (87879) 2-60-22;Mkdou14mishutka@mail.ru;https://ds14-mishutka.tvoysadik.ru/;276;пн-пт 7:30–18:00
369200, КЧР, г. Карачаевск, Ленина ул, 23;8 (87879) 2-44-66, 8 (87879) 2-02-08;mdou_viki_15@mail.ru, mdou_viki_1515@mail.ru;https://www.detsad-15-viki.com/;277;пн-пт 8:00–17:30
369200, КЧР, г. Карачаевск, Чкалова ул, 2;8 (87879) 2-41-56, 8 (87879) 2-08-83;Mdou-n2@mail.ru;https://krasnayashapoch.ucoz.ru/;278;пн-пт 7:30–18:00 
369200, КЧР, г. Карачаевск, Байрамукова ул, 10;8 (87879) 2-60-45, 8 (87879) 2-12-66;mkdo8@yandex.ru;https://дс8-солнышко.оукчр.рф/;279;пн-пт 7:00–19:00 
369238, КЧР, Эльбрусский, Горняцкий пер, 21;8 (928) 388-79-57, 8 (960) 438-50-67;tokova-09@yandex.ru;;280;пн-пт 8:00–18:00 
369200, КЧР, г. Карачаевск, Мира ул, 13;8 (87879) 2-32-54;dhsh09@mail.ru;https://www.sites.google.com/site/dhshkarachaevsk;281;пн-пт 9:00–18:00 
369200, КЧР, г. Карачаевск, Ленина ул, д. 45А;8 (87879) 2-32-15;Gimnaziya4@mail.ru;http://karachaevsk-gimnaziya4.ru/;282;пн-пт 8:00–17:00 
369241, КЧР, Домбай, Пихтовый Мыс мкр, 17;8 (87879) 5-83-76, 8 (928) 032-83-17;Shkola-sad-dombay@mail.ru;https://sh-dombay.kchrschool.ru/;283;пн-пт 8:00–17:30
369226, КЧР, Малокурганный, Советская ул, 56;8 (87879) 3-10-08;shahta6@yandex.ru;https://schoolmalokurgannyii.jimdofree.com/;284;пн-сб 8:00–16:00 
369221, КЧР, Орджоникидзевский пгт, Прикубанская ул, 46Б;8 (87879) 3-28-48;ordsosh@mail.ru;https://ordsosh09.nethouse.ru/;285;пн-пт 8:00–17:00,  сб 8:00–16:00 
369238, КЧР, Эльбрусский, Горняцкий пер, 26;8 (928) 380-98-46, 8 (928) 387-59-47, 8 (928) 386-13-22;elbrusluch@mail.ru;http://elbrus-shkola.ucoz.com/;286;пн-пт 9:00–17:00,  сб 9:00–15:00 
369200, КЧР, г. Карачаевск, Калинина ул, 2;8 (87879) 2-35-96, 8 (928)387-04-62;elvira.edieva@yandex.ru;http://masosh2.ru/;287;пн-сб 8:00–16:00 
369200, КЧР, г. Карачаевск, Мира ул, 31;8 (87879) 2-28-55, 8 (87879) 2-80-40;shkola5-09@mail.ru;http://shkola5-09.ucoz.ru/;288;пн-сб 8:00–17:00 
369200, КЧР, г. Карачаевск, Ленина ул, 27;8 (87879) 2-00-13;alamat-center@mail.ru;https://shkola1kgo.ru/;289;ПH-СБ, 8.30-17.30 
369200, КЧР, г. Карачаевск, Ленина ул, 32;8 (87879) 2-22-48;shkola6_09@mail.ru;https://mgou6.kchr.eduru.ru/;290;пн-сб 8:00–16:00 
369200, КЧР, г. Карачаевск, Чкалова ул, д. 1;8 (87879) 2-31-40, 8 (928) 926-03-03;;;291;пн-пт 9:00–18:00 
369200, КЧР, г. Карачаевск, Мира ул, 13;8 (928) 923-23-02, 8 (928) 385-56-36, 8 (87879)2-42-35;Usdenova84@mail.ru;https://uzdenova84.kchrschool.ru/;292;
369200, КЧР, г. Карачаевск, Мира ул, д. 25А;8 (87879) 2-28-71, 8 (928) 391-91-65, 8 (87879) 2-60-81, 8 (87879) 2-30-89;Karachaevsk-sport09@mail.ru;;293;
369200, КЧР, г. Карачаевск, Мира ул, 13;8 (87879) 2-20-41, 8 (928) 396-40-19, 8 (87879) 2-53-59, 8 (928) 391-58-22;Kultur2010@mail.ru;;294;
369200, КЧР, г. Карачаевск, Чкалова ул, 1А;8 (87879) 2-23-67, 8 (928) 027-70-70;Kultur2010@mail.ru;;295;пн-пт 9:00–18:00, перерыв 13:00–14:00 
369200, КЧР, г. Карачаевск, Чкалова ул, 1;8 (87879) 2-21-70, 8 (87879) 2-85-03, 8 (87879) 2-29-15;gochs_kgo@mail.ru;;296;пн-пт 9:00–18:00, перерыв 13:00–14:00 
369200, КЧР, г. Карачаевск, Чкалова ул, 1А;8 (938) 033-47-11, 8 (87879) 2-20-41;tour_mol_karachaevsk@mail,ru;;297;пн-пт 9:00–18:00 
369200, КЧР, г. Карачаевск, Чкалова ул, 1А;8 (87879) 2-23-67, 8 (928) 391-91-65, 8 (87879) 2-29-60;Karachaevsk-sport09@mail.ru;;298;пн-пт 9:00–18:00, перерыв 13:00–14:00 
369200, КЧР, г. Карачаевск, Магометова ул, 22;8 (87879) 2-21-22, 8 (87879) 2-51-60;malpu-kcsp@mail.ru;http://malpu-kcsp09.ru;299;пн-сб 8:00–18:00 
369200, КЧР, г. Карачаевск, Ленина ул, 33;8 (87879) 2-27-79, 8 (87879) 2-26-84;kchdeb@mail.ru;http://kchdeb.ru/;300;ежедневно, круглосуточно 
369200, КЧР, г. Карачаевск, Ленина ул, 43;8 (87879) 2-24-71, 8 (87879) 2-68-54;vetst09kar@mail.ru;;301;пн-пт 8:00–17:00, перерыв 12:00–13:00 
369200, КЧР, г. Карачаевск, Чкалова ул, 1;8 (87879) 2-17-17;borba_na_poyasah@mail.ru;http://borba-na-poysah/jimbo.com;302;пн-пт 9:00–18:00 
369200, КЧР, г. Карачаевск, Семенова ул, д. 19;8 (928) 392-47-77;Armsport13@mail.ru;http://armsport.1my.ru;303;пн-пт 9:00–17:00 
369200, КЧР, г. Карачаевск, Магометова ул, 5;8 (87879) 2-21-10;KZGRB@mail.ru;http://kzgrb.ru/;304;пн-пт 8:00–17:00 
369200, КЧР, г. Карачаевск, Чкалова ул, 1;8 (87879) 2-20-51, 8 (87879) 4-20-51, 8 (928) 028-77-77, 8 (87879) 2-26-77;zan03@mail.ru;https://ugszn09.ru/Czn/detail/7b8d6411-9ca9-48ba-9c42-20e509cccf5f/;305;пн-пт 9:00–18:00 
369200, КЧР, г. Карачаевск, Ленина ул, 19, 40;8 (87879) 2-11-02, 8 (87879) 2-11-13, 8 (87879) 2-11-21, 8 (87879) 4-80-98;fguczn@mail.ru;https://ugszn09.ru/Czn/detail/23707c6c-8df7-46cd-91fd-0fa3c1614120/;306;пн-пт 9:00–18:00, перерыв 13:00–14:00 
369200, КЧР, г. Карачаевск, Чкалова ул, 1;8 (87822) 6-46-55, 8 (928) 390-90-09, 8 (892) 839-84-86, 8 (87879) 2-22-71;Tik09t004@yandex.ru;http://www.karachaev-cherkess.vybory.izbirkom.ru/region/karachaev-cherkess/?action=ik&vrn=4094004128738;307;пн-пт 9:00–18:00, перерыв 13:00–14:00 
369200, КЧР, г. Карачаевск, Чкалова ул, 1А;8 (87822) 6-57-39, 8 (87879) 2-29-87;Tik09t003@yandex.ru;http://www.karachaev-cherkess.vybory.izbirkom.ru/region/karachaev-cherkess/?action=ik&vrn=4094003238862;308;пн-пт 9:00–18:00, перерыв 13:00–14:00 
369200, КЧР, г. Карачаевск, Чкалова ул, 1А;8 (938) 027-84-08, 8 (928) 397-12-33;uizo914@mail.ru;http:// karachaevsk.info;309;пн-пт 9:00–18:00, перерыв 13:00–14:00 
369200, КЧР, г. Карачаевск, Чкалова ул, 1А;8 (87879) 2-21-47, 8 (87879) 2-27-53, 8 (87879) 2-75-76, 8 (87879) 2-21-27;upr_ed_kar@mail.ru;https://www.obrazovaniekgo.ru/;310;пн-пт 9:00–18:00, перерыв 13:00–14:00 
369200, КЧР, г. Карачаевск, Чкалова ул, 1;8 (87879) 2-31-12, 8 (928) 393-07-69, 8 (87879) 2-80-97, 8 (87879) 2-27-32;Karsobes09@mail.ru;;311;пн-пт 9:00–18:00, перерыв 13:00–14:00 
369200, КЧР, г. Карачаевск, Чкалова ул, 1А;8 (87879) 2-24-24, 8 (928) 922-98-28, 8 (87879) 2-44-66, 8 (928) 912-03-11;econ-2010@mail.ru;;312;пн-пт 9:00–18:00, перерыв 13:00–14:00 
369200, КЧР, г. Карачаевск, Ленина ул, д. 29;8 (87879) 2-20-13;kcsu@mail.ru;http://kchgu.ru/ , http://xn--c1an2ao.xn--p1ai/ ;313;пн-пт 9:00–17:00, перерыв 13:00–14:00 
369200, КЧР, г. Карачаевск, Чкалова ул, 1А;8 (87879) 2-21-63, 8 (87879) 2-23-67, 8 (87879) 2-28-27;gorfo@mail.ru;;314;пн-пт 9:00–18:00, перерыв 13:00–14:00 
369200, КЧР, г. Карачаевск, Мира ул, 13;8 (87879) 2-20-41, 8 (87879) 2-27-23, 8 (87879) 2-72-34;;;315;пн-пт 9:00–18:00 
369200,  КЧР,  г. Карачаевск ,  Мира  ул,  25А;8 (87879) 2-60-81, 8 (87879) 4-60-81;dyussh.1@mail.ru;http://dyush1-kchr.ru;316;пн-пт 9:00–17:00 
