369426, КЧР, а. Инжичишхо, ул. С. Дерева, 41;909-499-64-63, 8-909-499-61-46;detskiysad.anyuta@mail.ru ;http://ds-anyuta.ru/;209;ПН-ПТ 07:30 до 18:00 
369425, КЧР, а.Али-Бердуковский, ул.Ленина,40а;963-284-17-77, 8-905-420-37-03;zuleta.betuganova@yandex.ru ;http://zvezdochka09.ru/;210;ПН-ПТ 07:30 до 18:00 
369414, КЧР, Бесленей аул, Ленина ул., д.63;905-423-44-96, 8 (87873) 2-35-21;ofk_7908@mail.ru;https://dusshbeslenei.edusite.ru/;211;ПН-ПТ 8:00–17:00 
369400, КЧР, аул Хабез, ул. Больничная, 6;8 (87873) 5-14-53, 8 (87873) 5-15-73, 8 (87873) 5-17-61;hcrb@mail.ru;http://хабез-црб.рф;212;ПН-ПТ 8:30–17:00
369420, КЧР, а.Кызыл-Юрт, ул. Ленина,17;928-655-86-72;detskiysad.topolek@inbox.ru;;213;ПН-ПТ 07:30 до 18:00 
369413, КЧР, а.Псаучье-Дахе, ул.Ю.Калмыкова,6;963-282-85-15;svetlychok.d@mail.ru ;http://садикпсаучьедахе.рф/;214;ПН-ПТ 07:30 до 18:00 
369412, КЧР, а. Зеюко, ул. Атажукина, 43;928-656-92-18, 8-938-028-28-53;zvezdochkad@bk.ru ;http://www.ds-zeyuko.ru/;215;ПН-ПТ 07:30 до 18:00 
369400, КЧР, а.Хабез, ул.Пушкина, 15 ;928-392-10-20, 8 909-499-59-10;hab-lit@yandex.ru ;http://hab-lit.ucoz.ru/ ;216;ПН-СБ 8:30–17:00
369400, КЧР, АУЛ ХАБЕЗ, УЛ СОВЕТСКАЯ, Д 27;918-719-66-00, 8 (87873) 5-17-44;;http://xabez.ru/ ;217;ПН-ПТ 9:00–18:00
369400, КЧР, АУЛ ХАБЕЗ, УЛ СОВЕТСКАЯ, Д 27;8 (87873) 5-15-62, 8 (87873) 21-0-81;rfy_habez@inbox.ru ;http://xabez.ru/ ;218;ПН-ПТ 9:00–18:00
369420, КЧР, а. Кызыл-Юрт, ул. Булатукова, д. 4 ;928-656-22-83, 8-928-391-28-17;alimat-100@mail.ru ;http://kizil-yurt.ru/ ;219;ПН-ПТ 8:00–16:00 
369411, КЧР, а.Кош-Хабль, ул. У.Хабекова,14;963-171-94-50,  8-963-286-78-52;kosh-habl_school@mail.ru;http://kosh-habl.ucoz.ru/ ;220;ПН-ПТ 8:00–16:00 
369400, КЧР, аул. Хабез, ул. Советская, д. 27;928-392-12-41, 8 (8782) 25-00-25;habezmfc@bk.ru ;https://umfc.kchgov.ru/ ;221;ПН-ПТ 9:00–17:00
369400, КЧР, а. Хабез, ул. Северная, д. 14;8 (87873) 5-12-43, 8 (87873) 5-12-41;vetstann@yandex.ru;https://vet09.ru/ ;222;ПН-ПТ 8:00–17:00
369411, КЧР, а. Хабез, ул.У.Хабекова, 80;909-496-23-09, 8 (87873) 2-15-18, 8 (909) 499-26-28, 8 (928) 923-20-66;dsnur@mail.ru ;http://ds-nur.ru/ ;223;ПН-ПТ 07:30 до 18:00 
369428 , КЧР, а. Жако  ул. Чапаева, 16 ;963-171-04-56;ashebzuhova@bk.ru ;http://ds-solnishko09.ru/;224;ПН-ПТ 07:30 до 18:00 
369400, КЧР, аул Хабез , Советская, 27;909-499-25-62, 8 (87873) 5-17-42, 8 (87873) 5-20-18, 8 (87873) 5-19-42;habez-utisr@yandex.ru;http://xabez.ru/ ;225;ПН-ПТ 9:00–17:00
369411, КЧР, а.Кош-Хабль, ул.Хабекова 17;963-283-96-50, 8-909-498-55-29, 8-909-496-74-41;detskiysad.dubok@inbox.ru;https://ds-dubok.ru/;226;ПН-ПТ 07:30 до 18:00 
369414, КЧР, а.Бесленей ул. Школьная, 1;909-496-94-67, +7-909-497-49-47;sbalkarova@mail.ru ;http://school-besleney.narod.ru/ ;227;ПН-СБ 8:00–18:00
369400, КЧР, Хабез аул, У.Хабекова, 157 ;8 (87873) 5-16-60;fgbu_habez@mail.ru;http://fgbuhabez.voda.kchgov.ru/ ;228;ПН-ПТ 9:00–17:00
369412, КЧР, а.Зеюко, ул.Атажукина 82;909-495-98-39, 8-909-495-45-09, 8-909-493-96-53;zeyko.shkola@mail.ru ;https://zeyuko.ru/ ;229;ПН-ПТ 8:00–16:00
369425, КЧР, а.Али-Бердуковский, ул.Кавказская, 25 ;906-444-77-12, 8 (87873) 3-51-36;asoshv2@mail.ru;http://absosh.ucoz.net/ ;230;ПН-СБ 8:00–17:00
369400, КЧР, а.Хабез., Советская, 27;8 (87822) 6-60-39, 8 (87873) 5-16-41, 8 (905) 424-87-87, 8 (909) 499-27-44;Tik09t009@yandex.ru;http://www.karachaev-cherkess.izbirkom.ru/izbiratelnye-komissii/TIK/009/index.php ;231;ПН-ПТ 10:00–18:00
369429, КЧР, п. Бавуко, ул. Н.Х. Хапсирокова, д.20 ;8 (87873)-3-23-13;bavukosp@mail.ru ;http://bavuko.sp.kchgov.ru/ ;232;ПН-ПТ 8:00–16:00
369414, КЧР, Бесленей а., Д. Гутякулова ул., 310;906-445-72-87, 8 (87873) 3-12-36;beslasp09@mail.ru ;http://besleney.sp.kchgov.ru/ ;233;ПН-ПТ 9:00–17:00
369426, КЧР, а. Инжичишхо, С. Дерева, 45 ;8 (87873) 3-11-94, 8 (906) 445-48-71;aspinzh@mail.ru, aspinzh@yandex.ru;;234;ПН-ПТ 9:00–17:00
369425, КЧР, а. Али-Бердуковский, ул. У. Хабекова, 27;905-423-50-85, 8 (87873) 35-1-31, 8 (960)439 71 49, 8 (963) 283-33-45;s.p-a.b@mail.ru ;http://ab-sp.ru/;235;ПН-ПТ 9:00–17:00
369400, КЧР, а. Хабез, ул. Ленина, 84;8 (87873) 5-14-83, 8 (87873) 5-17-60, 8 (87873) 5-16-72;habezsp@mail.ru ;http://xabez-sp.ru/ ;236;ПН-ПТ 9:00–17:00
369400, КЧР, а. Хабез, ул. Советская, 28 ;8 (87873) 5-15-23, 8 (87873) 5-17-37;habez_ovo@mail.ru;https://09.rosgvard.ru/ ;237;ПН-ПТ 10:00–18:00
369425, КЧР, Али-Бердуковский аул, Ленина ул, 40 ;906-444-77-12, 8 (87873) 5-11-32, 8-909-498-77-07;aliberdukovski@ya.ru ;https://aliberdukovski.kchrschool.ru/ ;238;ПН-СБ 9:00–16:30
369400, КЧР, а. Хабез, ул. Советская, 44 ;906-444-25-75, 8 (87873) 5-16-94, 8-928-027-74-81;Soshhabez@mail.ru ;https://habsosh.ru/ ;239;ПН-СБ 8:00–17:00
369413, КЧР, а. Псаучье-Дахе, ул. Ю.Калмыкова, д. 7 ;909-494-00-44, 8-928-027-46-43, 8 (87873) 3-23-87;SPP_Dahe@mail.ru ;;240;ПН-ПТ 9:00–17:00
369428, КЧР, аул Жако, ул. М. Акова, д.8;963-283-09-91, 8-928-390-31-33, 8 (87873) 3-62-33;spjako@mail.ru;http://zhako.sp.kchgov.ru/;241;ПН-ПТ 9:00–17:00
369400, КЧР, аул Хабез, ул. Советская, 44А ;906-443-34-34, 8 (87873) 5-11-72;habezdshi@mail.ru ;http://dshi-xabez.ru/;242;ПН-ПТ 09.00-18.05 
369400, КЧР, аул Хабез, ул. У.Хабекова, 95 ;909-496-87-85, 8 (87873) 2-19-79, 8 (87873) 2-18-32;xabez-kultura@mail.ru;;243;ПН-ПТ 9:00–17:00
